,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25,2023-01-01,2023-01-08,2023-01-15,2023-01-22,2023-01-29,2023-02-05,2023-02-12,2023-02-19,2023-02-26,2023-03-05,2023-03-12,2023-03-19,2023-03-26,2023-04-02,2023-04-09,2023-04-16,2023-04-23,2023-04-30,2023-05-07,2023-05-14,2023-05-21,2023-05-28
pandas,90.0,91,91,87,85,88,89,87,87,86,81,85,84,76,86,95,89,95,93,100,90,93,97,98,91,99,99,94,78,61,80,88,93,89,99,96,98,90,92,93,90,95,89,81,83,84,85,76,81,76,80,80
pacreception,0.0,0,0,0,0,0,0,0,0,0,46,62,0,0,0,0,0,36,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,48,0,63,52,36,0,0,0,0,61,0,0,0,100,0,0,0
playfirst,34.0,0,0,0,43,0,28,79,48,53,0,0,0,74,0,38,30,72,24,28,28,39,0,0,100,0,23,55,32,50,0,0,0,0,0,39,28,40,22,0,0,45,0,0,92,0,31,0,94,0,0,0
crossfield,100.0,84,95,91,80,79,92,88,81,76,65,96,80,80,72,76,62,72,60,77,86,82,80,63,66,70,58,60,70,58,74,66,67,90,77,64,76,51,79,74,69,61,69,61,84,73,83,64,83,68,84,64
doubleme,0.0,0,0,32,45,0,16,0,0,26,0,0,0,0,50,18,0,0,0,27,0,0,24,43,0,23,32,100,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
privaris,100.0,0,0,0,0,71,0,0,0,58,0,0,0,0,0,38,0,77,56,0,0,0,0,0,0,0,53,0,43,84,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
cubcoats,56.0,0,0,49,49,0,0,48,54,0,0,39,34,39,0,0,0,0,47,68,56,0,0,58,0,57,34,72,0,0,0,0,0,0,0,24,0,25,26,0,0,0,100,63,49,0,64,0,0,55,0,0
setoo,0.0,0,56,0,0,0,0,51,60,0,0,27,36,0,0,0,36,0,100,0,0,32,0,0,40,0,0,0,31,0,0,90,0,0,0,70,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
c-nario,0.0,32,34,0,0,0,0,0,15,0,0,0,0,0,0,0,0,25,0,0,0,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,41,0,14,0,0,0,20,0,40,0,0,0,0,22,0,100
vocare,53.0,56,28,57,62,0,66,65,42,43,38,56,36,65,70,94,93,42,44,56,70,50,23,53,42,25,61,63,43,100,37,71,19,89,37,35,32,54,87,65,26,24,66,41,51,74,62,49,79,39,67,77
harmoney,71.0,60,73,73,64,64,73,69,55,78,54,64,63,54,75,75,52,64,56,68,65,87,58,58,57,71,69,89,60,56,48,70,66,66,71,60,84,80,76,76,70,100,70,75,53,74,75,62,65,63,71,70
chaipoint,100.0,0,100,77,61,31,20,0,0,22,81,57,0,43,0,0,43,0,0,0,0,0,87,0,0,33,0,47,0,0,0,34,26,0,28,0,82,32,54,63,33,0,0,0,20,0,0,0,28,43,0,0
portfolium,33.0,11,14,19,31,31,32,23,25,16,0,40,28,67,61,27,28,47,48,46,47,80,63,35,21,63,91,100,28,20,20,41,23,36,55,18,40,55,18,39,42,46,23,15,75,67,56,63,63,19,46,35
store.oyosports.com,0.0,0,47,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,40,0,0,0,0,55,43,0,0,0,0,47,0,0,0,0,0,0,0,0,61,0,0,0,0,0
pivit,69.0,81,86,70,68,89,73,54,77,40,71,59,71,96,76,54,80,84,83,79,68,81,52,65,41,51,49,67,54,67,63,85,62,77,59,76,81,43,70,97,59,82,100,83,82,100,69,51,64,92,68,70
woab,0.0,0,0,0,0,0,0,0,0,0,42,28,0,0,0,0,30,0,0,0,0,37,44,0,0,0,46,0,0,0,0,0,0,47,0,0,49,40,88,0,39,0,0,0,39,0,0,0,100,0,0,0
goviral,0.0,31,28,35,63,0,20,48,50,29,0,16,43,41,38,37,21,35,0,66,15,19,46,0,23,0,15,24,57,20,30,39,40,66,33,46,100,50,12,16,17,37,47,0,77,47,18,54,16,24,24,43
mingsbings,0.0,0,0,0,0,30,0,0,28,56,36,21,0,0,0,0,48,0,0,0,50,100,34,0,0,38,31,0,0,0,0,44,56,58,0,0,31,0,25,38,46,0,0,32,20,90,29,0,0,0,0,0
isango,100.0,62,15,36,38,54,52,52,34,73,44,25,42,24,26,35,61,33,69,65,22,39,33,55,60,20,72,29,35,0,72,26,33,28,58,39,0,57,48,73,51,46,20,44,32,34,36,29,47,30,29,27
atavist.com,0.0,0,0,0,0,0,0,0,0,0,0,43,0,0,93,0,0,0,44,0,0,0,72,0,0,0,0,0,0,0,76,0,65,0,0,0,0,66,0,66,0,0,0,100,0,85,0,0,0,0,0,0
strainz,29.0,0,0,19,64,100,0,24,24,0,20,0,22,0,43,0,0,28,33,0,0,16,0,0,19,23,0,0,48,56,0,0,0,21,0,17,34,20,0,28,0,0,28,0,0,0,0,15,16,0,56,0
burstly,0.0,0,58,0,0,32,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,24,0,0,30,43,0,0,0,38,27,0,0,23,28,0,100,0,41,0,0,25,0,0
kryptovault,0.0,55,0,0,0,0,0,0,31,41,0,0,0,0,0,0,0,0,0,61,0,30,0,0,0,0,0,19,0,33,0,0,0,0,0,100,21,0,18,0,41,0,0,0,0,0,0,0,0,23,0,0
toolots,60.0,42,39,48,61,31,29,50,100,28,47,69,38,36,32,26,0,34,79,45,34,64,0,0,88,54,0,48,52,42,62,28,73,0,13,40,37,67,36,23,57,31,71,27,38,37,50,26,0,26,53,27
wurldtech,0.0,0,43,50,0,0,0,0,87,0,0,0,40,0,0,0,0,0,0,0,0,44,0,37,0,56,35,0,0,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
nomi,79.0,87,93,86,88,89,87,83,90,98,94,92,99,100,84,86,94,91,89,86,88,88,90,91,85,88,85,88,88,92,99,91,92,91,92,99,89,90,83,89,80,86,86,82,86,86,83,88,81,89,82,79
redmere,0.0,45,35,0,0,93,0,0,22,30,26,0,66,0,0,50,0,45,26,34,0,0,0,0,0,29,0,0,0,100,85,0,0,0,0,0,0,0,28,0,0,27,0,0,0,0,24,43,29,0,0,0
mobango,57.0,0,0,0,60,90,31,38,46,33,93,78,56,0,0,62,53,0,0,0,56,0,40,37,0,51,0,0,0,0,0,40,54,0,100,0,34,51,0,0,0,50,77,0,0,0,33,51,0,0,0,0
stripes,84.0,87,85,100,94,82,85,77,83,84,81,78,78,77,72,74,75,72,74,72,72,77,66,66,64,63,64,62,61,61,70,70,65,69,69,67,70,64,75,73,75,75,77,73,68,71,76,73,75,77,75,73
neuchips,0.0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,72,0,0,32,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,41,100,93,0,0,58
yebhi,0.0,0,25,0,56,0,0,0,26,0,0,0,45,0,32,0,67,37,34,61,0,36,0,0,0,0,0,0,0,0,0,59,56,0,29,0,0,100,0,0,0,0,61,28,25,0,0,0,52,0,0,0
siri,93.0,95,91,92,93,94,89,91,93,93,90,99,100,88,91,96,96,94,100,90,88,88,87,85,85,87,85,83,87,99,89,87,86,83,85,81,89,86,82,78,91,94,85,86,83,88,88,85,86,83,80,77
imeetcentral,0.0,0,0,0,0,0,0,0,0,50,0,48,0,0,32,34,0,0,0,0,0,100,24,0,0,0,0,0,0,0,0,0,0,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
flexcharging,0.0,0,31,0,100,61,0,0,0,0,82,33,44,0,59,0,0,0,36,0,0,0,0,0,0,0,0,0,34,0,0,0,68,0,0,0,0,25,32,0,0,0,0,0,0,0,0,0,0,0,24,100
seconddinner,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,69,0,0,48,0,61,0,0,0,0,0,0,0,47,100,0,0,0,0,0,0,0,0,0,0,37,78,79,0
payqr,26.0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,48,28,0,0,0,0,0,0,0,23,34,55,0,44,0,42,35,0,0,0,22,0,0,0,0,0,23,18,0,20,0,0,0,18,0,0,100
nilesecure,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,13,0,0,0,0,0,0,58,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,33,0,14,0,0,0,24
messengerpeople,0.0,0,28,42,0,0,0,26,0,0,46,0,0,0,0,0,22,100,76,0,42,48,0,0,0,0,0,0,0,64,0,37,32,28,0,28,0,0,27,63,0,24,0,22,0,0,0,0,0,0,0,28
upsnap,0.0,0,0,0,0,0,0,0,0,0,0,63,0,100,0,0,0,52,34,68,44,0,64,0,0,0,0,0,0,0,0,0,0,0,44,78,0,0,35,0,0,0,0,0,61,0,38,50,0,0,0,0
simfy,58.0,0,24,0,27,0,98,48,34,0,79,71,25,0,0,39,0,0,26,0,0,93,100,30,0,0,50,28,0,63,0,44,32,52,38,0,0,36,0,23,38,36,49,0,25,46,51,0,0,27,0,46
slotie,5.0,4,4,5,0,5,12,6,0,0,5,6,100,0,5,0,0,8,5,7,7,3,5,12,0,0,0,6,0,6,4,0,0,0,3,0,0,3,0,0,0,5,10,9,0,5,0,11,7,3,3,0
quanttus,0.0,0,49,100,0,0,0,0,0,0,0,0,0,0,86,0,68,0,0,0,0,0,80,47,0,0,0,0,47,0,0,0,84,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,35,0,0
dariohealth,0.0,25,27,0,0,71,0,0,0,18,0,26,0,29,0,44,37,20,0,0,0,0,100,0,0,0,0,0,23,0,25,0,0,0,25,28,22,0,29,0,16,25,0,0,0,16,0,27,19,0,0,0
arxpax,0.0,0,0,0,100,0,0,0,0,0,25,0,0,32,0,0,0,17,0,17,0,0,0,0,0,0,39,38,0,27,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livfin,0.0,0,0,0,0,15,0,0,0,18,21,0,0,0,0,0,0,17,0,0,0,21,38,0,0,29,26,0,0,0,16,0,0,18,0,100,20,0,0,44,0,0,29,0,0,0,0,0,0,0,86,0
casabi,0.0,0,0,0,41,0,0,0,0,0,0,0,0,31,0,74,0,0,0,0,0,0,0,100,0,0,0,91,0,0,0,0,0,50,0,0,62,0,0,29,44,48,0,0,47,0,0,94,0,0,0,0
9dot9,0.0,0,63,76,0,0,100,0,0,84,0,71,0,0,0,0,0,0,0,0,58,0,65,0,0,0,0,0,0,0,67,0,0,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,50,0
peachworks,0.0,29,0,62,0,24,0,58,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,26,0,22,0,28,0,0,0,0,0,0,0,23,0,0,28,0,20,100,28,0,0
topoathletic,0.0,0,0,44,0,0,0,39,33,0,0,0,0,53,29,35,0,0,0,37,0,0,0,0,32,0,0,0,44,0,24,0,0,98,0,0,0,0,27,24,0,100,0,0,51,0,0,0,0,0,0,0
carmoney,49.0,17,20,0,19,18,27,48,38,39,35,36,0,28,41,42,0,60,24,100,15,44,22,40,70,20,39,15,0,49,44,55,57,15,0,54,30,34,61,56,29,34,38,40,28,54,46,50,23,29,40,43
respivert,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,54,0
toplog,44.0,95,0,52,0,0,18,27,42,37,19,0,22,100,29,64,0,0,26,38,17,17,27,0,0,32,37,0,0,22,24,0,19,30,54,0,27,42,31,0,54,40,23,0,23,0,0,0,18,47,66,19
litesport,76.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,43,0,36,0,71,0,100,48,87,0
zrobank,0.0,0,0,93,38,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,47,0,31,100,0,26,0,0,0,0,0,0,0,0,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
prontopro,64.0,81,54,89,69,93,79,76,62,74,59,64,76,79,69,84,69,66,88,81,89,95,71,78,77,81,39,65,54,37,75,96,84,97,68,91,95,100,94,93,76,77,86,76,72,75,46,59,71,67,45,74
dgtek,0.0,0,18,23,0,0,19,57,41,31,30,60,0,0,0,17,0,23,0,0,100,19,0,0,16,0,0,0,20,0,0,0,23,0,0,36,17,0,16,0,0,0,0,24,0,0,0,0,0,0,60,0
synovetin,0.0,0,0,22,0,0,26,25,0,41,34,32,0,0,0,0,0,0,20,0,48,38,0,0,0,17,0,0,0,0,0,0,0,24,0,0,17,0,100,0,0,0,38,33,0,0,33,0,32,0,0,0
etrio,38.0,0,0,0,42,0,67,0,42,84,0,49,0,21,0,52,56,71,26,50,0,0,31,39,0,0,78,0,19,0,42,0,0,0,100,0,41,60,81,0,29,60,49,53,25,0,40,0,21,0,0,47
deepfield,0.0,95,23,21,18,100,81,73,0,72,48,42,0,0,51,47,22,0,43,0,41,19,21,22,47,0,35,84,0,32,25,0,30,34,19,23,62,64,0,52,58,24,25,0,26,24,24,26,0,0,35,0
bitcasa,0.0,43,28,0,0,0,53,28,44,0,0,33,60,0,57,0,0,55,0,69,48,30,24,42,58,23,0,57,0,0,0,0,0,54,0,0,0,0,37,0,59,0,0,0,0,69,0,0,0,100,0,0
cellid,65.0,0,42,0,21,0,36,0,19,33,0,41,23,29,43,40,19,59,85,98,44,33,46,31,14,38,0,0,18,49,0,58,23,43,65,43,0,53,60,58,49,0,26,36,44,24,29,28,100,42,90,0
aarohi,65.0,69,73,85,93,100,94,91,78,74,71,80,85,87,88,89,78,84,85,71,65,71,68,72,66,65,76,65,74,69,62,77,70,64,71,61,64,65,70,53,60,68,54,62,62,69,65,63,63,72,68,58
honestfood,0.0,0,0,0,0,0,0,0,23,27,0,16,34,41,0,0,0,0,0,0,0,20,0,0,0,0,0,29,0,0,100,0,0,0,0,0,32,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
frescologic,46.0,0,0,0,0,0,56,0,0,88,0,45,0,0,62,0,0,42,0,0,0,54,0,0,60,0,0,70,0,51,44,0,0,0,0,0,69,0,0,41,0,0,100,0,0,0,0,43,0,0,0,0
telibrahma,0.0,0,0,0,0,0,0,26,0,0,36,0,0,0,0,0,33,36,100,0,35,32,0,38,0,28,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,22,0,0,28,0,0,32,0,0,0,0
teamdata,0.0,28,36,0,0,0,100,31,80,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,28,0,0,0,0,0,0,52,0,0,0,0,68,30,44,0,32,46,0,0,26,47
Phasebridge,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,40,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
abridean,0.0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,99,49,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,100
pursway,0.0,0,0,0,80,26,57,39,0,0,0,82,36,0,0,37,100,42,0,0,0,0,25,0,51,42,0,45,0,0,0,0,0,0,33,0,26,0,43,0,57,0,26,0,44,0,0,0,0,38,48,0
staige,53.0,32,47,23,31,58,50,47,30,44,62,70,42,76,100,72,91,54,63,49,80,74,37,51,44,69,45,58,24,0,26,54,29,22,59,80,70,77,79,55,93,77,94,72,77,87,90,89,100,73,84,58
yieldex,0.0,0,68,60,0,41,0,42,0,0,80,0,0,0,39,100,0,0,0,0,0,0,0,0,82,0,0,0,78,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
strongmail,76.0,0,54,0,0,0,0,0,96,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,100,48,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
virtify,0.0,0,86,0,0,100,51,0,0,0,0,0,0,0,39,71,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,77,0,0,0,28,25,0,0
execthread,0.0,0,46,0,0,63,74,42,0,0,0,30,79,53,47,0,0,34,29,31,45,29,0,0,50,0,66,0,53,0,36,0,100,53,33,0,0,0,33,51,39,37,49,50,63,27,0,0,35,25,0,0
solendro,27.0,0,62,70,49,60,54,91,22,62,57,37,19,38,11,28,100,11,11,38,89,72,35,34,52,12,31,0,32,0,33,43,70,29,16,37,46,33,29,0,18,22,27,24,32,15,0,20,29,0,9,19
xdn,56.0,0,33,0,74,50,29,15,31,39,48,42,55,25,100,93,57,31,57,31,55,51,0,19,30,42,57,53,42,32,49,20,56,32,56,72,42,39,31,33,60,0,46,36,63,0,60,38,17,90,23,46
snapmint,37.0,40,36,50,53,51,48,59,75,58,61,52,54,49,54,71,100,93,67,63,62,81,65,53,54,70,68,57,59,69,72,59,58,60,65,62,54,52,53,52,68,57,69,84,61,59,70,76,62,55,61,72
noisolation,0.0,0,0,51,0,0,0,0,94,25,0,58,0,0,0,0,0,0,24,0,0,0,44,0,0,0,100,33,79,83,0,0,67,82,42,0,0,0,0,0,0,44,0,0,46,0,32,35,0,0,0,68
lookhuman,16.0,26,35,79,0,35,15,24,43,0,0,100,0,0,26,43,26,0,0,0,34,55,0,11,20,49,25,22,0,32,24,0,25,0,46,13,0,24,22,0,13,0,20,32,21,39,12,45,0,14,50,17
ipeen,0.0,0,0,0,0,58,0,0,0,32,39,0,0,0,0,0,0,0,61,0,0,0,0,0,34,0,0,0,0,0,0,0,0,83,0,0,0,0,41,0,44,100,0,0,0,0,0,0,0,0,32,0
nileworks,0.0,0,0,0,49,29,28,0,0,0,20,0,0,0,41,0,0,0,39,0,0,22,0,0,0,0,0,20,0,0,0,25,0,25,0,0,37,0,0,0,0,0,25,57,0,0,0,0,0,29,0,100
mmkt,24.0,58,22,52,47,0,21,77,0,34,53,60,32,94,0,0,100,53,0,0,30,0,0,0,74,0,47,0,22,23,45,0,19,51,74,0,42,0,66,0,29,40,42,20,44,32,56,56,32,51,0,0
wrapp,35.0,37,42,34,37,31,33,39,36,40,33,38,32,36,29,30,18,28,44,41,30,42,42,40,45,100,40,58,65,39,38,49,46,40,32,48,45,45,40,37,34,30,39,31,46,40,42,43,44,36,45,36
ibuildnew,96.0,0,39,0,37,0,0,0,59,45,0,0,35,0,0,0,38,0,0,0,0,65,0,0,0,0,0,0,65,100,0,0,0,0,0,0,0,0,77,44,0,0,0,0,0,0,0,0,0,37,0,0
prello,8.0,2,0,3,3,4,100,9,2,3,3,9,2,6,6,2,6,4,0,2,2,2,3,4,3,2,6,3,7,3,3,4,0,0,4,2,8,5,4,6,5,0,3,0,6,0,4,3,5,2,0,5
exanet,11.0,0,14,16,0,16,100,18,26,0,46,23,13,0,10,24,15,34,19,0,0,20,37,0,20,21,28,18,49,44,46,0,40,0,26,14,22,39,43,13,37,55,15,12,15,0,0,14,15,0,25,43
localeur,0.0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,35,0,58,0,42,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,51,0,39,0,0,0,0,0,0,0,0
satellier,0.0,0,0,0,0,0,0,0,0,0,0,100,0,21,0,0,0,0,0,34,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,41,0,25,0,0,38,0,0,24,0,33,0,0,28,0,0,0
perfectmarket,37.0,0,0,0,32,0,32,0,0,33,0,0,0,87,0,0,0,0,100,0,0,0,0,0,35,63,0,44,0,0,0,0,0,0,0,37,0,0,0,0,0,0,41,0,0,0,34,0,0,0,0,0
clickequations,0.0,0,0,0,57,0,0,0,0,0,0,0,34,81,0,42,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,84,40,45,0,73,0,0,0,0,0,100,0,0,0,0,0,0,0,0
flybymedia,0.0,0,0,0,0,0,0,38,0,0,0,0,72,0,47,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,100,0,0
4new,15.0,26,17,28,0,0,0,100,32,0,0,42,24,22,0,38,0,56,18,30,0,0,44,0,0,0,26,27,26,0,0,24,0,18,24,0,15,0,0,0,21,34,0,22,15,16,30,51,32,0,0,24
edgeio,0.0,0,47,0,43,0,38,0,0,0,0,0,33,30,0,0,35,0,0,0,0,0,0,33,0,0,31,0,0,0,100,0,0,0,0,0,0,41,0,0,0,0,25,29,0,0,0,49,0,0,0,0
signalset,0.0,0,0,0,0,0,100,0,14,0,0,0,25,0,0,13,0,0,0,0,15,26,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,12,0,18,0,0,0,0
rewardforloyalty,0.0,0,0,0,0,0,44,0,44,0,0,0,72,72,0,0,0,0,0,0,42,0,50,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,85,0,0,0,0,94,76,0,0
onaro,0.0,0,74,72,41,0,78,65,36,0,35,0,37,0,0,70,70,98,0,0,42,0,96,67,0,0,0,69,0,100,0,0,71,94,73,89,0,0,78,82,0,0,82,68,49,0,40,0,63,0,40,0
mainline,88.0,99,83,81,84,84,84,82,82,81,80,82,81,79,81,86,77,82,81,75,77,78,77,99,95,100,94,82,78,95,81,81,81,81,91,74,74,84,88,84,82,81,84,87,84,86,98,84,84,84,97,95
gosu,70.0,65,70,72,75,71,77,66,69,79,67,99,98,74,77,75,67,70,75,72,61,71,62,54,53,57,64,70,58,57,65,66,66,62,55,67,66,68,62,62,100,69,66,67,65,80,66,62,55,74,74,77
olivela,0.0,69,40,73,61,27,0,94,60,47,100,0,37,0,48,70,65,0,0,0,56,61,28,23,0,35,22,29,71,0,59,0,53,30,0,50,18,40,45,46,22,25,21,43,0,24,22,0,33,96,0,26
creatorplus,0.0,0,0,0,0,0,0,20,0,23,0,56,0,0,0,34,28,0,0,0,38,0,20,0,0,16,0,22,0,0,45,0,19,16,100,0,0,0,24,0,0,38,0,0,0,0,32,0,0,0,0,0
rye.com,0.0,0,0,0,0,0,0,0,72,0,54,0,0,0,0,0,42,0,93,33,0,0,27,0,0,0,30,0,0,0,0,0,0,0,0,67,68,0,76,0,0,0,0,50,0,0,0,25,100,31,0,0
seanodes,0.0,0,0,0,0,100,23,0,0,0,63,0,0,0,0,0,0,0,0,0,0,53,0,32,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,60,0,0
pactapp,0.0,56,0,0,0,0,40,0,0,0,0,0,73,69,0,0,0,36,0,87,0,0,0,92,100,0,0,0,0,0,0,0,0,92,0,0,0,42,0,0,0,0,0,0,41,0,0,0,0,0,0,93
ookami,81.0,90,76,89,100,96,96,86,81,79,78,74,59,73,92,70,70,73,80,53,70,60,61,59,50,57,64,69,76,97,96,64,78,67,71,81,94,82,78,69,67,66,69,61,65,65,75,59,67,68,61,61
skyhook,44.0,51,61,33,41,40,35,44,47,34,31,39,35,28,30,36,43,41,42,25,37,37,40,28,29,30,38,33,34,25,35,44,48,43,58,100,40,42,29,34,39,34,36,42,38,44,35,37,41,48,32,35
streamnation,0.0,0,0,0,66,0,0,0,0,0,42,0,0,0,47,47,0,0,55,0,0,0,0,0,0,39,0,58,0,0,41,0,0,54,0,0,48,0,31,0,52,0,100,0,0,0,84,0,0,0,0,0
laya,65.0,66,64,66,63,68,69,62,61,62,65,68,67,75,76,100,73,71,69,64,66,69,74,72,64,66,64,67,60,66,70,66,62,67,67,66,70,78,89,84,75,83,85,66,64,71,67,64,64,66,67,63
higosense,0.0,0,0,100,0,0,0,35,0,0,27,0,0,0,26,0,0,43,0,0,0,0,24,0,0,0,73,0,0,0,0,0,40,0,0,0,20,0,0,21,0,64,19,0,0,0,0,0,0,28,0,0
higosense,0.0,0,0,100,0,0,0,35,0,0,27,0,0,0,26,0,0,43,0,0,0,0,24,0,0,0,73,0,0,0,0,0,40,0,0,0,20,0,0,21,0,64,19,0,0,0,0,0,0,28,0,0
youdo,100.0,80,86,68,91,85,73,77,74,72,93,57,72,87,90,85,81,96,74,60,91,66,58,92,74,73,89,74,87,87,60,71,66,72,67,97,82,75,82,65,78,76,78,90,62,51,74,60,74,92,92,86
onwafer,0.0,0,0,0,0,0,31,0,0,42,0,0,22,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,100,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,28,0,0,0
lybrate,78.0,68,61,61,63,80,80,100,47,44,49,74,51,64,88,54,73,37,62,24,30,68,46,28,52,56,29,81,85,57,77,59,52,72,62,42,70,46,35,50,43,62,50,48,44,46,60,28,51,40,48,28
xobni,0.0,0,0,0,53,0,100,0,0,35,0,0,0,0,0,60,34,0,0,36,32,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,38,68,0,49,0,0,84,0,0,41,0,95,41,54,0,0
dreamindustries,79.0,68,0,76,0,0,0,0,0,39,0,37,0,0,0,0,0,0,61,0,0,0,0,61,0,0,0,42,37,0,0,0,0,0,0,0,0,0,39,49,0,0,0,0,100,0,0,0,63,0,0,0
cinsay,59.0,0,0,0,84,0,0,100,0,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,44,0,0,0,0,62,0,0,0,0,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0
opopop,35.0,50,41,31,29,22,20,16,42,35,12,0,37,13,29,68,31,22,13,9,34,9,12,28,59,52,61,100,21,49,46,36,51,52,51,40,25,18,37,21,16,18,21,24,12,16,33,19,24,31,18,29
motiga,57.0,0,59,0,0,0,0,0,0,0,42,0,0,0,0,44,0,0,58,0,0,0,0,0,0,0,49,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,27,83,28,0,28,100,0,0,0,42
ivy.com,19.0,17,29,50,0,53,46,0,23,0,0,46,0,18,0,0,0,26,29,0,30,0,100,0,0,0,62,16,0,0,49,0,19,18,0,25,0,0,0,38,55,0,0,0,26,28,54,0,0,21,0,0
getfliff,0.0,0,0,0,0,0,39,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,23,19,0,0,0,0,16,0,0,100,0,0,0,0,0,0,0,0,0,0,63,26,0,30,0,0,0
packetfront,0.0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,100,87,0,0,0,0,0,0,46,0,0,0,0,0,0,48,40,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
capson,50.0,39,71,54,74,64,75,49,73,71,90,86,64,88,90,69,73,66,46,72,72,60,100,94,75,67,58,92,68,89,79,67,77,75,83,66,80,87,82,85,90,92,81,81,75,93,95,76,65,69,87,76
betterworldbooks,81.0,0,70,76,62,49,48,79,71,83,93,77,92,76,75,80,70,73,39,56,52,52,67,83,81,72,49,68,70,70,85,94,77,89,63,77,62,93,59,51,90,100,62,76,79,65,67,73,61,44,23,66
agitar,69.0,67,71,79,68,74,47,64,76,60,63,75,85,82,75,67,71,86,66,59,91,52,57,68,65,57,56,52,53,49,42,56,68,56,51,72,62,68,76,100,81,69,77,62,67,62,77,61,72,80,80,99
